Row Labels,Sum of count,,tag id,sum of count
14770,1,,26850,8
14790,7,,27188,8
14791,94,,27563,8
14804,10,,27862,8
14819,2,,27977,8
14821,4296,,28032,8
14823,3,,28102,8
14825,2,,28549,8
14826,1,,28668,8
14827,5,,29082,8
14829,4,,29191,8
14832,4,,29298,8
14834,1,,29379,8
14835,6,,29619,8
14836,26,,30648,8
14838,3,,30687,8
14839,2,,30813,8
14841,7,,31044,8
14842,3,,31340,8
14844,9,,31754,8
14845,3,,31755,8
14849,1,,32126,8
14851,25,,32324,8
14852,40,,33370,8
14853,1,,33458,8
14856,78,,33466,8
14858,2,,33807,8
14859,5,,33824,8
14861,1,,33831,8
14862,3,,500,7
14866,6,,546,7
14867,20,,652,7
14868,48,,1501,7
14870,4,,1762,7
14873,9,,2071,7
14877,170,,3360,7
14893,1,,3596,7
14894,570,,3689,7
14900,27,,4070,7
14903,246,,4199,7
14904,11,,4806,7
14905,9,,4835,7
14917,1973,,4866,7
14918,2,,4916,7
14920,23,,5624,7
14921,285,,6163,7
14923,3,,6252,7
14927,17,,6372,7
14951,15,,6425,7
14959,2,,6757,7
14961,25,,6784,7
14974,6,,6849,7
14975,6,,6931,7
14979,14,,7066,7
15024,9,,7674,7
15029,1,,8349,7
15044,9,,9198,7
15048,1561,,9492,7
15052,3,,9525,7
15057,4,,9864,7
15060,90,,10044,7
15065,4,,10397,7
15067,252,,10592,7
15072,2,,10604,7
15081,53,,10617,7
15082,2,,10698,7
15083,4,,10821,7
15084,2,,11218,7
15112,5,,11228,7
15122,4,,11338,7
15126,1,,11514,7
15140,1,,11658,7
15141,1,,11753,7
15146,15,,11820,7
15151,2,,11922,7
15153,2,,12007,7
15160,1,,12182,7
15163,1,,12875,7
15165,1,,12884,7
15167,3,,12897,7
15169,2780,,13006,7
15170,1,,13045,7
15174,103,,13441,7
15178,12,,13450,7
15179,8,,13662,7
15183,2,,13726,7
15185,2,,13987,7
15187,1,,14001,7
15192,2,,14145,7
15193,2,,14448,7
15214,5,,14695,7
15215,241,,14719,7
15218,5,,14721,7
15244,2,,14790,7
15249,16,,14841,7
15252,25,,15521,7
15253,3,,16351,7
15254,1,,16679,7
15264,1,,18014,7
15282,1,,18066,7
15285,2,,18187,7
15306,1,,18219,7
15320,34,,18566,7
15332,1,,18611,7
15339,14,,18704,7
15342,3,,18990,7
15345,1,,18991,7
15349,3,,19094,7
15351,1,,19109,7
15362,60,,19344,7
15378,3,,19503,7
15382,1,,19734,7
15383,1,,20166,7
15390,1,,20317,7
15391,2,,20510,7
15392,108,,20839,7
15395,1,,20866,7
15398,1,,20933,7
15403,1,,21058,7
15417,2,,21423,7
15423,1,,21702,7
15427,30,,21816,7
15438,1,,22235,7
15440,4,,22536,7
15441,13,,22556,7
15450,1,,22570,7
15453,232,,22719,7
15454,2,,22773,7
15458,4,,22787,7
15459,2,,22970,7
15460,3,,23673,7
15461,24,,23684,7
15462,8,,24053,7
15463,18,,24054,7
15464,3,,24099,7
15473,6,,24194,7
15484,4,,24206,7
15485,4,,24575,7
15494,71,,24658,7
15502,3,,24705,7
15505,15,,25143,7
15509,1,,25546,7
15513,32,,25549,7
15514,2,,25770,7
15517,2,,26001,7
15520,1,,26167,7
15521,7,,26193,7
15523,2,,26295,7
15524,2,,26795,7
15555,1,,27281,7
15556,4,,27283,7
15569,8,,27645,7
15577,4,,27767,7
15586,3,,27944,7
15588,2,,27966,7
15624,60,,28030,7
15626,587,,28126,7
15629,95,,28127,7
15631,2,,28335,7
15633,9,,28400,7
15641,2,,28526,7
15642,42,,28564,7
15646,159,,28664,7
15647,1,,28857,7
15660,1,,28873,7
15672,218,,28999,7
15683,2,,29073,7
15684,16,,29079,7
15686,16,,29230,7
15688,1,,29436,7
15690,1,,29940,7
15691,1,,30019,7
15697,3,,30202,7
15708,2,,30280,7
15717,15,,30444,7
15736,13,,31103,7
15737,1,,31126,7
15750,2,,31268,7
15751,2,,31277,7
15758,110,,31458,7
15763,36,,31747,7
15767,11,,32101,7
15798,18,,32138,7
15838,9,,32497,7
15847,2,,32549,7
15850,1,,32895,7
15852,1,,32936,7
15858,12,,33057,7
15860,4,,33083,7
15861,8,,33912,7
15864,3,,33956,7
15866,2,,34206,7
15892,34,,34219,7
15893,10,,23,6
15899,1,,450,6
15904,9,,560,6
15910,2,,643,6
15924,99,,815,6
15938,1,,930,6
15942,1,,1040,6
15943,1,,1485,6
15945,1,,1562,6
15946,73,,1584,6
15947,3,,1764,6
15959,3,,1973,6
15963,3,,2100,6
15965,66,,2595,6
15978,2,,2835,6
15979,10,,2950,6
15980,218,,2955,6
15981,9,,3120,6
16015,11,,3615,6
16040,156,,3641,6
16042,8,,3960,6
16043,6,,4044,6
16067,2,,4206,6
16072,22,,4316,6
16089,5,,4685,6
16130,154,,4705,6
16141,675,,5035,6
16155,39,,5053,6
16157,1,,5265,6
16168,86,,5583,6
16193,96,,6187,6
16198,29,,6259,6
16199,61,,6486,6
16200,10,,6782,6
16203,14,,6952,6
16205,36,,7072,6
16218,2,,7130,6
16253,4,,7186,6
16286,2,,7296,6
16298,3,,7315,6
16301,13,,7422,6
16305,5,,7518,6
16306,114,,7538,6
16316,5,,7606,6
16329,29,,7614,6
16335,38,,7690,6
16338,2,,7721,6
16341,2,,8070,6
16351,7,,8315,6
16362,2,,8425,6
16369,36,,8748,6
16370,65,,9042,6
16374,40,,9130,6
16375,1,,9258,6
16376,6,,9266,6
16378,6,,9719,6
16381,4,,9850,6
16383,31,,9922,6
16410,2,,10031,6
16421,6,,10491,6
16427,34,,10675,6
16447,173,,10886,6
16485,1,,10997,6
16518,252,,11092,6
16594,6,,11227,6
16606,11,,11750,6
16611,2,,11955,6
16613,3,,11975,6
16615,2,,12213,6
16632,1,,12340,6
16651,10,,12409,6
16655,4,,12692,6
16672,159,,12881,6
16674,3,,12885,6
16675,8,,12886,6
16679,7,,13294,6
16680,42,,13618,6
16693,209,,13865,6
16715,1,,14314,6
16730,16,,14475,6
16734,1,,14520,6
16736,6,,14572,6
16757,3,,14835,6
16758,2,,14866,6
16768,4,,14974,6
16769,1,,14975,6
16773,50,,15473,6
16781,1,,16043,6
16783,1,,16376,6
16784,1,,16378,6
16786,2,,16421,6
16787,13,,16594,6
16797,3,,16736,6
16799,116,,17347,6
16805,64,,17516,6
16817,17,,17522,6
16824,25,,17789,6
16847,2,,17843,6
16850,65,,17878,6
16851,8,,17938,6
16865,8,,18002,6
16867,154,,18076,6
16870,3,,18639,6
16871,331,,18913,6
16872,21,,19431,6
16876,4,,19467,6
16877,125,,19588,6
16899,43,,19800,6
16908,34,,19961,6
16924,37,,20135,6
16929,48,,20681,6
16941,86,,20741,6
16946,1,,20986,6
16950,88,,21368,6
16978,19,,21417,6
16979,22,,22289,6
16983,2,,22439,6
16996,10,,22654,6
16997,27,,22678,6
17028,61,,22870,6
17030,35,,22930,6
17038,185,,23013,6
17041,191,,23148,6
17042,1,,23216,6
17060,4,,23535,6
17067,1,,23624,6
17079,1,,23676,6
17080,99,,24012,6
17081,100,,24171,6
17083,5,,24193,6
17084,43,,24199,6
17085,5,,24298,6
17086,10,,24549,6
17094,11,,24744,6
17103,3,,24783,6
17106,3,,24912,6
17113,5,,24942,6
17117,41,,25122,6
17118,178,,25535,6
17119,89,,25564,6
17124,280,,25625,6
17129,156,,25697,6
17142,3,,25726,6
17158,4,,25861,6
17160,4,,25868,6
17167,3,,25965,6
17169,2,,26066,6
17172,4,,26160,6
17177,56,,26308,6
17188,1,,26434,6
17201,1,,26883,6
17202,1,,26940,6
17206,13,,27172,6
17210,2,,27289,6
17213,11605,,27301,6
17216,16,,27384,6
17217,1276,,27510,6
17228,3,,27575,6
17231,2,,27683,6
17233,2,,27696,6
17240,10,,27890,6
17241,57,,28376,6
17242,47,,28456,6
17243,30,,28567,6
17245,4,,28648,6
17246,9,,29095,6
17248,15,,29173,6
17252,4,,29610,6
17253,41,,29958,6
17257,18,,30238,6
17259,50,,30446,6
17260,121,,30452,6
17267,1,,30469,6
17269,1,,30635,6
17271,1,,30834,6
17273,155,,31078,6
17278,1,,31133,6
17285,14,,31265,6
17298,62,,31553,6
17299,27,,31609,6
17303,56,,31627,6
17304,148,,31647,6
17305,11,,31664,6
17307,13,,32021,6
17319,55,,32612,6
17324,4,,32624,6
17329,2,,32688,6
17331,12,,33021,6
17338,5,,33055,6
17340,28,,33367,6
17343,90,,33389,6
17344,30,,33462,6
17347,6,,33966,6
17368,12,,498,5
17380,1,,635,5
17384,8,,670,5
17386,1,,728,5
17387,3,,767,5
17391,79,,857,5
17400,4,,968,5
17402,3,,1153,5
17403,1,,1521,5
17406,21,,1698,5
17413,165,,1906,5
17414,3,,2005,5
17415,47,,2035,5
17416,2,,2441,5
17458,31,,2772,5
17482,1,,2858,5
17508,2,,2967,5
17516,6,,2977,5
17522,6,,3179,5
17523,114,,3430,5
17526,11,,3883,5
17534,5,,3958,5
17537,1,,4158,5
17539,3,,4356,5
17542,1,,4617,5
17551,4,,4662,5
17563,11,,4958,5
17564,9,,4971,5
17565,5,,4972,5
17572,1,,5100,5
17576,4,,5269,5
17591,3,,5355,5
17595,2,,5398,5
17610,3,,5571,5
17611,1,,5747,5
17615,15,,5765,5
17636,1,,5802,5
17637,2,,5954,5
17640,4,,5970,5
17664,4,,6085,5
17667,11,,6221,5
17670,3,,6360,5
17697,25,,6495,5
17699,1,,6496,5
17705,4,,6682,5
17706,500,,6822,5
17709,1,,6882,5
17714,2,,6907,5
17716,22,,7134,5
17721,37,,7236,5
17724,21,,7809,5
17726,29,,7832,5
17738,1,,7917,5
17746,566,,8014,5
17748,52,,8176,5
17749,98,,8471,5
17750,2,,8536,5
17751,162,,8705,5
17754,5,,9079,5
17755,272,,9360,5
17756,2,,9507,5
17757,13,,9637,5
17759,2,,10296,5
17760,8,,10481,5
17761,11,,10603,5
17762,65,,10619,5
17763,37,,10621,5
17764,5,,10879,5
17766,3,,10901,5
17767,2,,11289,5
17768,3,,11712,5
17769,3,,11885,5
17770,11,,12000,5
17772,3,,12082,5
17780,239,,12342,5
17782,3,,12487,5
17783,9,,12614,5
17784,2,,12666,5
17787,2,,12760,5
17789,6,,12819,5
17795,1,,12888,5
17797,28,,13154,5
17799,17,,13256,5
17807,5,,13271,5
17814,5,,13436,5
17832,4,,13567,5
17843,6,,13791,5
17845,10,,13936,5
17847,133,,13960,5
17849,112,,14333,5
17857,3,,14465,5
17863,11,,14612,5
17878,6,,14697,5
17879,81,,14827,5
17882,3,,14859,5
17886,2,,15112,5
17894,1,,15214,5
17899,4,,15218,5
17901,2,,16089,5
17902,8,,16305,5
17906,230,,16316,5
17933,110,,17083,5
17935,16,,17085,5
17936,3,,17113,5
17937,8,,17338,5
17938,6,,17534,5
17939,5,,17565,5
17944,1,,17754,5
17983,35,,17764,5
17987,5,,17807,5
17990,12,,17814,5
17997,38,,17939,5
18000,2,,17987,5
18001,595,,18434,5
18002,6,,18849,5
18004,16,,18852,5
18009,2,,18887,5
18010,14,,19392,5
18011,280,,19532,5
18013,24,,19669,5
18014,7,,19930,5
18015,81,,20160,5
18017,2,,20185,5
18021,2,,20187,5
18036,3,,20383,5
18037,1,,20432,5
18045,5764,,20766,5
18050,1,,20818,5
18051,262,,20947,5
18054,509,,21067,5
18057,2,,21377,5
18061,2,,22320,5
18062,1,,22660,5
18066,7,,22735,5
18076,6,,22804,5
18079,1,,23150,5
18083,1,,23248,5
18088,1,,23256,5
18091,1,,23273,5
18093,1,,23555,5
18097,2,,23670,5
18104,1,,23769,5
18110,1,,23808,5
18116,1,,23812,5
18130,26,,23940,5
18134,2,,24401,5
18139,10,,24410,5
18141,1,,24412,5
18143,2,,24439,5
18152,1,,24451,5
18164,2,,24560,5
18168,2,,24896,5
18175,4,,24986,5
18180,2,,25020,5
18186,2,,25109,5
18187,7,,25141,5
18188,4,,25170,5
18189,1,,25277,5
18200,1,,25488,5
18203,46,,25517,5
18205,16,,25813,5
18219,7,,26175,5
18230,1,,26199,5
18256,3,,26257,5
18265,2,,26436,5
18270,114,,26780,5
18280,1,,26845,5
18281,2,,26895,5
18282,47,,26900,5
18284,117,,27030,5
18292,27,,27058,5
18318,56,,27258,5
18319,1,,27307,5
18322,2,,27558,5
18326,190,,27780,5
18331,2,,27818,5
18340,2,,27925,5
18367,291,,28101,5
18377,2,,28158,5
18385,3,,28283,5
18389,1,,28426,5
18399,9,,28473,5
18401,4,,28522,5
18409,9,,28545,5
18410,2,,28565,5
18434,5,,28582,5
18439,3,,29013,5
18443,1,,29015,5
18444,1,,29033,5
18447,1,,29278,5
18448,2,,29533,5
18458,36,,29717,5
18472,2,,30172,5
18473,4,,30237,5
18488,1,,30577,5
18515,2,,30633,5
18519,2,,30825,5
18520,20,,31011,5
18525,31,,31379,5
18541,1,,31598,5
18543,2,,31602,5
18544,1,,31620,5
18558,1,,31769,5
18562,4,,31964,5
18566,7,,32310,5
18573,19,,32501,5
18590,1,,32625,5
18608,441,,32635,5
18610,3,,32751,5
18611,7,,32785,5
18615,12,,32963,5
18617,1,,33013,5
18619,1,,33366,5
18631,2,,33371,5
18636,2,,33407,5
18639,6,,33469,5
18640,2129,,33656,5
18643,1,,33692,5
18645,128,,33771,5
18646,45,,34153,5
18650,20,,34163,5
18651,10,,34242,5
18652,22,,211,4
18653,25,,356,4
18655,40,,480,4
18656,2,,733,4
18663,116,,764,4
18664,140,,782,4
18668,2173,,894,4
18670,338,,963,4
18671,1,,1243,4
18673,1,,1352,4
18677,2,,1452,4
18680,929,,1549,4
18682,477,,1649,4
18683,1,,1847,4
18697,8,,2042,4
18704,7,,2067,4
18745,2,,2177,4
18769,1,,2282,4
18776,2,,2773,4
18779,11,,3040,4
18784,285,,3106,4
18790,10,,3127,4
18795,490,,3181,4
18796,32,,3297,4
18800,100,,3381,4
18801,86,,3737,4
18805,11,,4110,4
18806,19,,4211,4
18811,2,,4597,4
18825,1,,4607,4
18843,1,,4692,4
18844,22,,4895,4
18848,10,,4970,4
18849,5,,5005,4
18850,4,,5006,4
18851,863,,5257,4
18852,5,,5340,4
18856,23,,5901,4
18859,122,,5986,4
18863,2,,6016,4
18869,278,,6045,4
18872,24,,6230,4
18873,23,,6613,4
18886,3224,,6732,4
18887,5,,6783,4
18890,2,,6834,4
18901,1,,6841,4
18909,4,,6900,4
18910,2,,6905,4
18911,1,,6992,4
18912,3,,7074,4
18913,6,,7103,4
18915,1,,7126,4
18919,19,,7179,4
18920,1,,7206,4
18922,8,,7241,4
18942,1,,7245,4
18949,2,,7307,4
18952,2,,7417,4
18963,1,,7472,4
18969,2,,7490,4
18990,7,,7615,4
18991,7,,7722,4
18993,1,,7827,4
18994,484,,7856,4
18996,2,,8020,4
19039,49,,8114,4
19041,2,,8137,4
19052,2761,,8189,4
19060,3,,8211,4
19064,30,,8483,4
19065,23,,8635,4
19070,1,,8650,4
19071,10,,9021,4
19074,1,,9075,4
19077,4,,9107,4
19079,25,,9125,4
19081,1,,9265,4
19083,96,,9315,4
19094,7,,9380,4
19102,38,,9534,4
19103,69,,9621,4
19109,7,,9622,4
19110,1,,9668,4
19114,1,,9670,4
19116,1,,9703,4
19125,47,,9869,4
19126,1,,10052,4
19127,4,,10054,4
19130,1,,10404,4
19135,2,,10610,4
19136,2,,10849,4
19140,4,,10881,4
19141,75,,11116,4
19146,17,,11293,4
19150,22,,11302,4
19152,13,,11333,4
19160,68,,11350,4
19163,1,,11382,4
19165,171,,11425,4
19166,10,,11477,4
19170,1,,11513,4
19171,2,,11583,4
19175,698,,11652,4
19176,9,,11797,4
19182,4,,11824,4
19185,3,,11963,4
19197,2,,12009,4
19212,8,,12094,4
19214,24,,12200,4
19223,3,,12263,4
19229,10,,12296,4
19230,8,,12405,4
19240,3,,12532,4
19247,1,,12613,4
19266,3,,12679,4
19282,2,,12686,4
19294,14,,12706,4
19316,28,,12729,4
19325,46,,13121,4
19343,14,,13604,4
19344,7,,13614,4
19357,64,,13645,4
19359,16,,13744,4
19374,2,,13772,4
19387,10,,13950,4
19389,104,,14005,4
19392,5,,14071,4
19421,3,,14097,4
19430,27,,14306,4
19431,6,,14360,4
19440,2,,14720,4
19441,3,,14829,4
19442,8,,14832,4
19443,3,,14870,4
19444,3,,15057,4
19467,6,,15065,4
19503,7,,15083,4
19507,67,,15122,4
19508,43,,15440,4
19516,3,,15458,4
19519,516,,15484,4
19520,13,,15485,4
19524,3129,,15556,4
19527,1,,15577,4
19529,1,,15860,4
19530,220,,16253,4
19532,5,,16381,4
19533,12,,16655,4
19534,1,,16768,4
19535,1,,16876,4
19536,2,,17060,4
19546,1,,17158,4
19549,509,,17160,4
19551,40,,17172,4
19553,126,,17245,4
19554,34,,17252,4
19558,81,,17324,4
19559,10,,17400,4
19560,1,,17551,4
19564,4,,17576,4
19588,6,,17640,4
19589,18,,17664,4
19597,14,,17705,4
19598,25,,17832,4
19603,3,,17899,4
19611,2,,18175,4
19623,16,,18188,4
19627,18,,18401,4
19634,18,,18473,4
19654,4,,18562,4
19661,1,,18850,4
19666,72,,18909,4
19669,5,,19077,4
19686,3,,19127,4
19689,11,,19140,4
19696,2,,19182,4
19699,636,,19564,4
19701,4,,19654,4
19702,23,,19701,4
19728,3,,19757,4
19733,775,,19765,4
19734,7,,19854,4
19735,11,,19873,4
19737,17,,19904,4
19738,52,,19915,4
19742,320,,19993,4
19744,8,,20031,4
19749,10,,20052,4
19757,4,,20124,4
19765,4,,20250,4
19767,9,,20362,4
19775,194,,20363,4
19786,58,,20377,4
19788,65,,20465,4
19800,6,,20517,4
19801,3,,20518,4
19802,12,,20553,4
19811,12,,20761,4
19815,89,,20910,4
19817,524,,20956,4
19818,14,,20996,4
19819,14,,21330,4
19837,14,,21435,4
19840,2,,21501,4
19841,15,,21646,4
19847,2,,21814,4
19854,4,,21869,4
19861,8,,22024,4
19863,135,,22088,4
19865,15,,22422,4
19873,4,,22452,4
19904,4,,22459,4
19915,4,,22466,4
19930,5,,22715,4
19954,3,,22716,4
19955,2,,22728,4
19959,23,,22752,4
19961,6,,22993,4
19974,264,,23332,4
19980,13,,23371,4
19981,2,,23551,4
19983,94,,23580,4
19984,3,,23652,4
19986,2,,23727,4
19993,4,,23939,4
19994,1,,24056,4
20015,75,,24107,4
20021,3,,24196,4
20031,4,,24198,4
20047,180,,24200,4
20052,4,,24257,4
20053,32,,24270,4
20064,42,,24442,4
20065,29,,24574,4
20066,22,,24609,4
20067,25,,24917,4
20070,2,,25006,4
20092,18,,25009,4
20104,17,,25142,4
20109,3,,25196,4
20110,3,,25198,4
20111,55,,25204,4
20117,33,,25284,4
20124,4,,25338,4
20125,281,,25403,4
20133,16,,25627,4
20135,6,,25656,4
20140,1,,25830,4
20159,14,,25872,4
20160,5,,25940,4
20162,1,,25947,4
20166,7,,25958,4
20168,1,,26396,4
20185,5,,26630,4
20187,5,,26720,4
20199,1,,26908,4
20204,2,,27244,4
20210,2,,27253,4
20241,15,,27320,4
20243,8,,27456,4
20244,43,,27557,4
20245,18,,27678,4
20250,4,,27956,4
20258,45,,28014,4
20260,9,,28046,4
20268,1,,28128,4
20279,53,,28130,4
20282,11,,28211,4
20283,2,,28254,4
20287,51,,28346,4
20288,34,,28349,4
20301,8,,28357,4
20302,2,,28361,4
20310,9,,28479,4
20317,7,,28939,4
20323,3,,28940,4
20325,2,,28950,4
20333,1,,28972,4
20347,113,,29279,4
20351,3,,29460,4
20358,3,,29480,4
20362,4,,29482,4
20363,4,,29565,4
20365,1,,29646,4
20366,3,,29850,4
20376,119,,30068,4
20377,4,,30162,4
20379,3,,30231,4
20381,2,,30262,4
20383,5,,30454,4
20386,2,,30458,4
20391,12,,30459,4
20392,25,,30460,4
20397,3,,30691,4
20405,1,,30718,4
20409,10,,30803,4
20421,1,,31186,4
20432,5,,31545,4
20440,1,,31548,4
20449,1,,31613,4
20458,76,,31702,4
20459,2,,31852,4
20461,13,,31946,4
20465,4,,32219,4
20466,50,,32221,4
20474,13,,32288,4
20475,2,,32522,4
20476,50,,32613,4
20492,1,,32631,4
20497,2,,32632,4
20508,48,,32787,4
20510,7,,32822,4
20517,4,,32853,4
20518,4,,32904,4
20519,15,,32938,4
20520,56,,33022,4
20526,42,,33142,4
20527,161,,33264,4
20528,37,,33337,4
20529,45,,33365,4
20530,16,,33368,4
20543,1,,33463,4
20547,160,,33465,4
20551,11,,33628,4
20552,2,,33650,4
20553,4,,33654,4
20554,9,,33830,4
20555,2,,33841,4
20556,3,,34003,4
20558,3,,371,3
20562,8,,471,3
20564,8,,621,3
20565,1,,697,3
20567,1,,956,3
20570,161,,1008,3
20574,3,,1157,3
20575,1,,1324,3
20576,2,,1426,3
20579,1,,1427,3
20591,1,,1492,3
20602,2,,1586,3
20606,1,,1648,3
20633,1,,1714,3
20640,10,,1718,3
20645,1,,1736,3
20647,13,,1779,3
20656,56,,2219,3
20662,27,,2293,3
20673,253,,2352,3
20681,6,,2455,3
20695,1,,2705,3
20700,1,,2725,3
20706,17,,2777,3
20710,57,,2781,3
20711,46,,2843,3
20718,1,,2904,3
20731,1338,,2947,3
20737,47,,2970,3
20739,1,,2992,3
20741,6,,3000,3
20746,2,,3006,3
20752,2,,3021,3
20754,2,,3105,3
20756,2,,3308,3
20758,1,,3343,3
20761,4,,3394,3
20763,78,,3510,3
20764,14,,3555,3
20766,5,,3566,3
20768,2,,3579,3
20770,14,,3604,3
20771,2,,3773,3
20774,3649,,3798,3
20775,2,,4335,3
20781,245,,4565,3
20785,25,,4640,3
20792,2,,4693,3
20797,21,,4718,3
20802,1,,4719,3
20803,30,,4786,3
20804,2,,4964,3
20807,1,,4975,3
20811,111,,5108,3
20812,2,,5127,3
20815,19,,5140,3
20818,5,,5203,3
20819,9,,5272,3
20821,15,,5298,3
20823,1,,5321,3
20824,1437,,5339,3
20828,12,,5433,3
20829,91,,5549,3
20837,1,,5556,3
20839,7,,5906,3
20840,1,,6547,3
20841,1,,6604,3
20845,20,,6728,3
20846,1,,6747,3
20849,1751,,6756,3
20855,1,,6837,3
20856,10,,6887,3
20862,3,,6945,3
20864,1,,6959,3
20865,2,,6962,3
20866,7,,6969,3
20871,1,,6972,3
20874,1,,6982,3
20875,1,,6995,3
20876,2,,7073,3
20877,1,,7093,3
20884,1,,7157,3
20888,71,,7167,3
20899,2,,7195,3
20904,2,,7204,3
20906,1,,7205,3
20910,4,,7207,3
20911,11,,7210,3
20912,26,,7248,3
20923,1,,7607,3
20926,170,,7640,3
20933,7,,7729,3
20939,3907,,7732,3
20944,1,,7767,3
20945,2,,7786,3
20947,5,,7816,3
20949,1,,7829,3
20952,1,,7902,3
20956,4,,7911,3
20957,32,,7922,3
20959,1,,8008,3
20971,2,,8022,3
20972,3,,8030,3
20982,1,,8135,3
20983,1,,8171,3
20984,8,,8354,3
20986,6,,8749,3
20988,1,,8782,3
20989,244,,8921,3
20991,21,,8940,3
20994,541,,9078,3
20996,4,,9080,3
20998,9,,9319,3
21001,19,,9354,3
21003,11,,9528,3
21005,1,,9530,3
21008,1,,9537,3
21024,775,,9546,3
21035,10,,9805,3
21041,165,,9878,3
21045,1,,9899,3
21046,1,,9926,3
21055,981,,9989,3
21056,1,,10016,3
21058,7,,10065,3
21067,5,,10091,3
21109,1,,10142,3
21110,13,,10217,3
21111,3,,10270,3
21195,3,,10357,3
21206,68,,10410,3
21219,1,,10508,3
21265,89,,10520,3
21266,1,,10588,3
21268,1,,10678,3
21270,3,,10776,3
21273,2,,10971,3
21274,789,,11326,3
21280,56,,11351,3
21283,2,,11387,3
21284,49,,11467,3
21286,2,,11481,3
21328,25,,11526,3
21330,4,,11542,3
21337,25,,11647,3
21339,397,,11656,3
21344,2,,11737,3
21358,74,,11752,3
21368,6,,11803,3
21369,62,,11819,3
21371,1,,11846,3
21372,1,,11855,3
21373,1,,11887,3
21374,58,,11973,3
21375,1,,12008,3
21376,28,,12124,3
21377,5,,12226,3
21378,1,,12311,3
21384,10,,12412,3
21387,14383,,12413,3
21391,359,,12433,3
21392,33,,12516,3
21393,1,,12668,3
21406,18,,12898,3
21412,11,,12965,3
21415,1,,13057,3
21417,6,,13079,3
21420,2,,13132,3
21423,7,,13251,3
21426,104,,13404,3
21435,4,,13433,3
21437,58,,13552,3
21487,86,,13705,3
21492,51,,13712,3
21497,28,,13747,3
21501,4,,13795,3
21511,1,,13848,3
21516,1,,13922,3
21519,1,,13988,3
21524,1,,14002,3
21525,3,,14019,3
21526,27,,14129,3
21546,1,,14157,3
21564,1,,14434,3
21565,17,,14523,3
21575,11,,14622,3
21576,8,,14708,3
21577,62,,14726,3
21578,18,,14744,3
21585,1,,14823,3
21595,1,,14838,3
21602,2,,14842,3
21608,1,,14845,3
21614,28,,14862,3
21623,1,,14923,3
21627,1,,15052,3
21628,1,,15167,3
21629,16,,15253,3
21632,2,,15342,3
21640,1,,15349,3
21641,10,,15378,3
21643,1,,15460,3
21645,2,,15464,3
21646,4,,15502,3
21649,1,,15586,3
21672,36,,15697,3
21677,1,,15864,3
21679,1,,15947,3
21682,55,,15959,3
21685,19,,15963,3
21686,1,,16298,3
21689,5062,,16613,3
21698,2,,16674,3
21702,7,,16757,3
21728,3,,16797,3
21739,36,,16870,3
21746,1,,17103,3
21747,1,,17106,3
21764,1,,17142,3
21766,21,,17167,3
21769,2,,17228,3
21773,1950,,17387,3
21777,2,,17402,3
21781,2,,17414,3
21795,1,,17539,3
21803,12,,17591,3
21809,1,,17610,3
21814,4,,17670,3
21815,1249,,17766,3
21816,7,,17768,3
21817,180,,17769,3
21825,196,,17772,3
21827,19,,17782,3
21831,271,,17857,3
21840,10,,17882,3
21869,4,,17936,3
21876,16,,18036,3
21881,1,,18256,3
21884,3,,18385,3
21892,25,,18439,3
21893,3,,18610,3
21900,50,,18912,3
21901,2,,19060,3
21906,1,,19185,3
21910,8,,19223,3
21914,1,,19240,3
21915,27,,19266,3
21918,100,,19421,3
21922,1,,19441,3
21924,3,,19443,3
21926,1,,19444,3
21927,1,,19516,3
21928,2270,,19603,3
21929,1,,19686,3
21930,1,,19728,3
21933,1,,19801,3
21936,1,,19954,3
21937,2,,19984,3
21943,3,,20021,3
21947,37,,20109,3
21948,25,,20110,3
21953,54,,20323,3
21954,2,,20351,3
21957,2,,20358,3
21959,11,,20366,3
21964,1,,20379,3
21968,1,,20397,3
21969,1,,20556,3
21971,105,,20558,3
21972,1,,20574,3
21981,1,,20862,3
21989,606,,20972,3
21991,2,,21111,3
21995,17,,21195,3
22002,2,,21270,3
22006,2,,21525,3
22009,14,,21728,3
22018,2,,21884,3
22020,3,,21893,3
22023,2,,21924,3
22024,4,,21943,3
22025,384,,22020,3
22027,283,,22077,3
22031,10,,22179,3
22034,1337,,22215,3
22038,1,,22247,3
22039,1,,22318,3
22044,1,,22425,3
22048,12,,22455,3
22050,17,,22463,3
22056,1,,22603,3
22060,1,,22702,3
22076,1,,22747,3
22077,3,,22759,3
22088,4,,22836,3
22098,1,,22880,3
22144,1,,22978,3
22153,10,,23019,3
22155,22,,23064,3
22166,2,,23068,3
22167,1,,23218,3
22173,9,,23338,3
22179,3,,23657,3
22185,1,,23856,3
22190,21,,23857,3
22206,27,,23878,3
22210,2,,23970,3
22215,3,,24024,3
22219,70,,24037,3
22232,1,,24052,3
22233,2,,24249,3
22234,1,,24250,3
22235,7,,24260,3
22236,11,,24518,3
22243,2,,24842,3
22247,3,,24941,3
22248,2,,24949,3
22263,1,,25071,3
22271,48,,25082,3
22272,1,,25083,3
22273,2,,25154,3
22289,6,,25163,3
22301,24,,25177,3
22304,2,,25213,3
22308,1,,25224,3
22315,2,,25238,3
22317,1,,25242,3
22318,3,,25264,3
22320,5,,25305,3
22328,1,,25345,3
22330,125,,25363,3
22333,887,,25420,3
22344,116,,25628,3
