book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
5998,16152943,16152943,21990534,10,098870742X,9780988707400.0,Kelly Elliott,2012.0,,"Wanted (Wanted, #1)",en-US,3.98,22039,25987,1781,1469,1776,4215,6941,11586,https://images.gr-assets.com/books/1354255331m/16152943.jpg,https://images.gr-assets.com/books/1354255331s/16152943.jpg,0
6016,8635145,8635145,13505950,30,,9780734411850.0,Jessica Shirvington,2010.0,Embrace,"Embrace (The Violet Eden Chapters, #1)",eng,4.01,19343,22870,1929,801,1422,4067,7069,9511,https://images.gr-assets.com/books/1284130161m/8635145.jpg,https://images.gr-assets.com/books/1284130161s/8635145.jpg,0
6048,172764,172764,907142,33,553588451,9780553588450.0,Keri Arthur,2006.0,Full Moon Rising,Full Moon Rising (Riley Jenson Guardian #1),eng,3.89,25813,27537,1193,892,1925,6180,8877,9663,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6049,107821,107821,6121267,29,375414959,9780375414950.0,Richard Russo,2007.0,Bridge of Sighs,Bridge of Sighs,,3.79,17013,18274,2439,296,1107,4837,7968,4066,https://images.gr-assets.com/books/1320397300m/107821.jpg,https://images.gr-assets.com/books/1320397300s/107821.jpg,0
6115,16096873,16096873,21905189,39,,,"P.C. Cast, Kristin Cast",2013.0,Revealed,"Revealed (House of Night, #11)",eng,3.81,17282,21187,1444,895,1981,5001,5593,7717,https://images.gr-assets.com/books/1369156173m/16096873.jpg,https://images.gr-assets.com/books/1369156173s/16096873.jpg,0
6141,1317181,1317181,19079807,8,185549664X,9781855496640.0,J.K. Rowling,2003.0,,"Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1)",,4.56,16249,16350,272,114,199,1182,3744,11111,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6186,34871,34871,34835,6,1600100295,9781600100290.0,"Chris Ryall, Gabriel Rodríguez, Clive Barker",1989.0,Clive Barker's The Great and Secret Show: Volume 1 (Clive Barker's the Great and Secret Show),The Complete Clive Barker's The Great And Secret Show,eng,4.21,15599,15695,61,146,468,2479,5455,7147,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6196,831829,831829,280664,17,971977550,9780971977560.0,"Steve Niles, Ben Templesmith",2001.0,30 Days of Night,"30 Days of Night, Vol. 1",,3.81,15532,15895,467,430,1326,4123,4993,5023,https://images.gr-assets.com/books/1178747918m/831829.jpg,https://images.gr-assets.com/books/1178747918s/831829.jpg,0
6217,885744,885744,1353328,15,1569319022,9781569319020.0,Hiroyuki Takei,1998.0,シャーマンキング 1,"Shaman King, Vol. 1: A Shaman in Tokyo",eng,4.14,14043,14100,93,268,742,2639,3610,6841,https://images.gr-assets.com/books/1444234846m/885744.jpg,https://images.gr-assets.com/books/1444234846s/885744.jpg,0
6218,187049,187049,6785716,36,765341840,9780765341850.0,Robert Jordan,1990.0,"Eye of the World (The Wheel of Time, #1-1)","From the Two Rivers: The Eye of the World, Part 1 (Wheel of time, #1-1)",eng,4.26,13686,14317,115,394,477,1775,4006,7665,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6224,11873368,11873368,16831098,9,545425123,9780545425120.0,Kate Egan,2012.0,,The World of the Hunger Games (Hunger Games Trilogy),en-US,4.48,15060,15335,239,178,379,1645,2808,10325,https://images.gr-assets.com/books/1327937151m/11873368.jpg,https://images.gr-assets.com/books/1327937151s/11873368.jpg,0
6236,13603717,13603717,19197480,8,,,Hugh Howey,2012.0,First Shift: Legacy,"First Shift: Legacy (Shift, #1)",eng,4.21,15136,15475,829,91,321,2287,6302,6474,https://images.gr-assets.com/books/1334528415m/13603717.jpg,https://images.gr-assets.com/books/1334528415s/13603717.jpg,0
6255,12499,12499,14795,18,738210072,9780738210070.0,Jenny McCarthy,2004.0,Belly Laughs: The Naked Truth About Pregnancy and Childbirth,Belly Laughs: The Naked Truth About Pregnancy and Childbirth,,3.72,12382,13804,1926,469,1329,3601,4579,3826,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6367,10836810,10836810,15467346,9,1594488134,9781594488140.0,Ellis Avery,2012.0,The Last Nude,The Last Nude,en-US,3.77,13280,13413,330,763,1230,3226,3256,4938,https://images.gr-assets.com/books/1305496356m/10836810.jpg,https://images.gr-assets.com/books/1305496356s/10836810.jpg,0
6370,23714532,23714532,43324367,20,,,Jamie McGuire,2015.0,Beautiful Sacrifice,"Beautiful Sacrifice (The Maddox Brothers, #3)",eng,4.08,21020,22401,1950,439,1143,3981,7495,9343,https://images.gr-assets.com/books/1429578280m/23714532.jpg,https://images.gr-assets.com/books/1429578280s/23714532.jpg,0
6391,22193,22193,1596343,47,316735167,9780316735160.0,Cecily von Ziegesar,2004.0,You're the one that I want,"You're the One That I Want (Gossip Girl, #6)",eng,3.71,16643,17023,209,473,1616,5342,4516,5076,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6403,6609490,6609490,6989102,7,1442402849,9781442402840.0,"Annette Pollert, L.J. Smith",2009.0,Night World: The Ultimate Fan Guide.,Night World: The Ultimate Fan Guide,,4.36,13626,13670,33,325,427,1851,2517,8550,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6407,68380,68380,849,22,880386525,9780880386520.0,"Margaret Weis, Tracy Hickman",1985.0,Dragonlance Chronicles: Dragons of Autumn Twilight/Dragons of Winter Night/Dragons of Spring Dawning (Collectors Edition),Dragonlance Chronicles (Dragonlance #1-3),,4.21,13553,16403,426,187,561,2609,5369,7677,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6421,16070143,16070143,21862443,61,375990690,9780375990690.0,Lauren Kate,2013.0,Teardrop,"Teardrop (Teardrop, #1)",eng,3.65,18998,21248,2318,1120,2291,5560,6187,6090,https://images.gr-assets.com/books/1360596375m/16070143.jpg,https://images.gr-assets.com/books/1360596375s/16070143.jpg,0
6433,10401084,10401084,15305022,18,758272812,9780758272810.0,Brigid Kemmerer,2012.0,Storm,"Storm (Elemental, #1)",en-US,3.96,21281,22950,2281,529,1220,4722,8619,7860,https://images.gr-assets.com/books/1325995724m/10401084.jpg,https://images.gr-assets.com/books/1325995724s/10401084.jpg,0
6447,40722,40722,14675,48,394743253,9780394743260.0,Richard Ford,1986.0,The Sportswriter,The Sportswriter,,3.7,12606,14240,960,550,1347,3488,5239,3616,https://images.gr-assets.com/books/1327936345m/40722.jpg,https://images.gr-assets.com/books/1327936345s/40722.jpg,0
6455,112200,112200,471777,98,517206064,9780517206060.0,Emily Dickinson,1890.0,Selected Poems of Emily Dickinson,Selected Poems,eng,4.16,16218,18047,283,273,650,3139,5766,8219,https://images.gr-assets.com/books/1260829838m/112200.jpg,https://images.gr-assets.com/books/1260829838s/112200.jpg,0
6495,123170,123170,1206723,16,553154346,9780553154340.0,"Jim Kjelgaard, Carl Pfeuffer",1945.0,Big Red,"Big Red (Big Red, #1)",,4.11,15923,16068,199,239,532,3219,5306,6772,https://images.gr-assets.com/books/1320551723m/123170.jpg,https://images.gr-assets.com/books/1320551723s/123170.jpg,0
6511,7701275,7701275,10396262,5,312534353,9780312534360.0,Alyson Noel,2010.0,,"The Immortals Boxed Set (The Immortals, #1-3)",,4.28,13128,13137,35,379,588,1840,2464,7866,https://images.gr-assets.com/books/1311995373m/7701275.jpg,https://images.gr-assets.com/books/1311995373s/7701275.jpg,0
6557,6907672,6907672,7132451,5,345517989,9780345517980.0,"Robin Furth, Stephen King, Peter Straub, Tony Shasteen, Nei Ruffino",2009.0,,The Talisman (Volume 1): The Road of Trials,en-US,4.34,12413,12431,54,151,358,1612,3312,6998,https://images.gr-assets.com/books/1320441659m/6907672.jpg,https://images.gr-assets.com/books/1320441659s/6907672.jpg,0
6576,432020,432020,420998,16,1569319049,9781569319050.0,Yoshihiro Togashi,1990.0,Yu Yu Hakusho,"Yu Yu Hakusho, Volume 1: Goodbye, Material World! (Yu Yu Hakusho, #1)",eng,4.29,13807,14037,87,169,503,2075,3593,7697,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6635,6937878,6937878,6902415,14,61689424,9780061689420.0,Ellen Schreiber,2010.0,"Love Bites (Vampire Kisses, #7)","Love Bites (Vampire Kisses, #7)",en-US,4.13,17707,17970,316,327,1048,3489,4248,8858,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6668,460717,460717,1947264,86,553268465,9780553268460.0,Frederick Forsyth,1974.0,The Dogs of War,The Dogs of War,,3.96,14860,15773,261,106,641,3876,6353,4797,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6678,35233,35233,3251669,2,812538366,9780812538370.0,Robert Jordan,1990.0,"The Wheel of Time: Boxed Set #1 (Wheel of Time, #1-3)","The Wheel of Time: Boxed Set #1 (Wheel of Time, #1-3)",,4.43,13049,13051,39,197,307,1172,3414,7961,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6700,18211536,18211536,25633433,25,,,Abbi Glines,2014.0,"Rush Too Far (Too Far, #4)","Rush Too Far (Rosemary Beach, #4; Too Far, #4)",eng,4.25,25432,26759,1816,296,905,3845,8607,13106,https://images.gr-assets.com/books/1393569509m/18211536.jpg,https://images.gr-assets.com/books/1393569509s/18211536.jpg,0
6725,14461,14461,1232488,28,446616419,9780446616420.0,Carrie Vaughn,2005.0,Kitty and the Midnight Hour,Kitty and the Midnight Hour (Kitty Norville #1),en-US,3.66,25102,26266,1528,1032,2343,7526,9005,6360,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6748,18127101,18127101,25461047,16,1455599735,9781455599740.0,Chelsea Handler,2014.0,Uganda Be Kidding Me,Uganda Be Kidding Me,eng,3.63,11627,13595,1208,479,1378,4081,4382,3275,https://images.gr-assets.com/books/1403174817m/18127101.jpg,https://images.gr-assets.com/books/1403174817s/18127101.jpg,0
6751,285500,285500,1694397,57,553214829,9780553214830.0,Founding Fathers,1776.0,The Declaration of Independence and The Constitution of the United States,The Declaration of Independence and The Constitution of the United States,,4.44,14047,17123,256,208,533,1846,3392,11144,https://images.gr-assets.com/books/1320508156m/285500.jpg,https://images.gr-assets.com/books/1320508156s/285500.jpg,0
6776,25295,25295,618823,25,078693137X,9780786931380.0,Richard A. Knaak,1988.0,The Legend of Huma (Dragonlance: Heroes #1),"The Legend of Huma (Dragonlance: Heroes, #1)",en-US,4.03,14765,15616,138,197,768,3620,4888,6143,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6807,32445,32445,22522,50,446531383,9780446531380.0,Dean Koontz,1995.0,Strange Highways,Strange Highways,,3.83,15265,15878,264,263,913,4642,5531,4529,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6956,214856,214856,2155900,14,1416928065,9781416928060.0,Obert Skye,2005.0,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)","Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",,3.71,17760,18044,1539,709,1729,4896,5469,5241,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6963,434764,434764,862892,9,1570089264,9781570089270.0,Stephen E. Robinson,1992.0,Believing Christ: The Parable of the Bicycle and Other Good News,Believing Christ: The Parable of the Bicycle and Other Good News,eng,4.51,12951,13348,818,164,220,1010,3223,8731,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6967,67513,67513,65477,29,451460936,9780451460940.0,Karen Chance,2006.0,Touch the Dark,"Touch the Dark (Cassandra Palmer, #1)",eng,3.7,26970,28277,1531,1232,2621,7437,9074,7913,https://images.gr-assets.com/books/1307391100m/67513.jpg,https://images.gr-assets.com/books/1307391100s/67513.jpg,0
6977,11106458,11106458,16028692,3,1442440430,9781442440430.0,Cassandra Clare,2011.0,The Mortal Instrument Series: City of Bones / City of Ashes / City of Glass / City of Fallen Angels,The Mortal Instruments (The Mortal Instruments #1-4),eng,4.59,13996,14474,376,142,221,940,2851,10320,https://images.gr-assets.com/books/1313073526m/11106458.jpg,https://images.gr-assets.com/books/1313073526s/11106458.jpg,0
6995,434535,434535,2243662,11,1590382234,9781590382230.0,James L. Ferrell,2004.0,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,eng,4.41,12313,12528,2150,144,325,1324,3252,7483,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7023,381489,381489,2764,25,1416918736,9781416918740.0,Kate Brian,2006.0,Private,"Private (Private, #1)",eng,3.81,16556,17054,978,765,1530,3890,4932,5937,https://images.gr-assets.com/books/1331126301m/381489.jpg,https://images.gr-assets.com/books/1331126301s/381489.jpg,0
7033,25671861,25671861,45495901,25,1466867507,9781466867500.0,Jeffrey Archer,2016.0,Cometh the Hour,"Cometh the Hour (The Clifton Chronicles, #6)",eng,4.13,7197,16257,1078,211,546,2593,6464,6443,https://images.gr-assets.com/books/1433791167m/25671861.jpg,https://images.gr-assets.com/books/1433791167s/25671861.jpg,0
7038,102327,102327,604650,15,886773687,9780886773690.0,John Steakley,1984.0,Armor,Armor,eng,4.12,13330,14170,716,274,682,2358,4618,6238,https://images.gr-assets.com/books/1465894856m/102327.jpg,https://images.gr-assets.com/books/1465894856s/102327.jpg,0
7097,22428828,22428828,41849150,15,,,"Cassandra Clare, Sarah Rees Brennan",2015.0,,"Welcome to Shadowhunter Academy (Tales from the Shadowhunter Academy, #1)",eng,4.1,17740,18575,1993,271,600,3507,6749,7448,https://images.gr-assets.com/books/1423801226m/22428828.jpg,https://images.gr-assets.com/books/1423801226s/22428828.jpg,0
7191,9528186,9528186,43302330,1,613321368X,9786133213680.0,Lambert M. Surhone,,,Pretty Little Liars (TV Series),eng,4.46,11643,11643,64,183,241,1299,2239,7681,https://images.gr-assets.com/books/1379594334m/9528186.jpg,https://images.gr-assets.com/books/1379594334s/9528186.jpg,0
7194,37338,16087857,37227,23,425213617,9780425213610.0,Shayla Black,2007.0,Wicked Ties,"Wicked Ties (Wicked Lovers, #1)",en-US,3.97,22097,24470,1360,682,1422,4908,8415,9043,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7202,17830559,17830559,24946137,16,,,Katy Evans,2013.0,,"Remy (Real, #3)",eng,4.31,25386,26119,1831,286,863,3452,7360,14158,https://images.gr-assets.com/books/1379702539m/17830559.jpg,https://images.gr-assets.com/books/1379702539s/17830559.jpg,0
7222,15513156,15513156,21169646,19,1250003334,9781250003330.0,Anna Banks,2013.0,,"Of Triton (The Syrena Legacy, #2)",eng,4.0,19216,20368,1834,239,1075,4336,7430,7288,https://images.gr-assets.com/books/1355733528m/15513156.jpg,https://images.gr-assets.com/books/1355733528s/15513156.jpg,0
7225,18405221,18405221,26039753,29,,,Anthony  Ryan,2015.0,Queen of Fire,"Queen of Fire (Raven's Shadow, #3)",eng,3.64,11985,13913,915,359,1377,4194,4927,3056,https://images.gr-assets.com/books/1417350958m/18405221.jpg,https://images.gr-assets.com/books/1417350958s/18405221.jpg,0
7252,1333030,1333030,1322547,23,425219437,9780425219430.0,Maya Banks,2008.0,"Sweet Surrender (Sweet Series, #1)","Sweet Surrender (Sweet, #1)",en-US,3.99,20856,22582,964,464,1255,4550,7978,8335,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7256,17985262,17699389,24581193,35,,,Matthew Mather,2013.0,CyberStorm,CyberStorm,eng,3.75,6028,14279,1273,350,1172,3795,5382,3580,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7325,261604,261604,2976393,23,812570812,9780812570820.0,Elizabeth Haydon,1999.0,Rhapsody: Child of Blood,"Rhapsody: Child of Blood (Symphony of Ages, #1)",eng,3.95,16329,16962,497,494,1096,3470,5629,6273,https://images.gr-assets.com/books/1453703106m/261604.jpg,https://images.gr-assets.com/books/1453703106s/261604.jpg,0
7385,1191,1191,5386,4,030723827X,9780307238280.0,"Giada De Laurentiis, Victoria Pearson",2006.0,Giada's Family Dinners,Giada's Family Dinners,,3.99,12061,12081,68,484,582,2361,3795,4859,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7387,675614,675614,661618,31,142409863,9780142409860.0,Cate Tiernan,2001.0,Book of Shadows,"Book of Shadows (Sweep, #1)",eng,4.04,18691,20597,1132,467,1155,4119,6230,8626,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7389,22609080,22609080,26314782,28,147679250X,9781476792510.0,Anna Todd,2014.0,After We Fell,"After We Fell (After, #3)",eng,3.88,12776,18858,1150,976,1610,3733,4938,7601,https://images.gr-assets.com/books/1420938115m/22609080.jpg,https://images.gr-assets.com/books/1420938115s/22609080.jpg,0
7419,270435,270435,124826,23,937611352,9780937611360.0,Louise L. Hay,1976.0,Heal Your Body,Heal Your Body: The Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them,en-US,4.34,11502,11714,125,139,342,1542,3059,6632,https://images.gr-assets.com/books/1404193356m/270435.jpg,https://images.gr-assets.com/books/1404193356s/270435.jpg,0
7489,95619,95619,1465705,21,842365834,9780842365830.0,Francine Rivers,2003.0,And the Shofar Blew,And the Shofar Blew,eng,4.11,11618,12125,482,154,510,2258,4069,5134,https://images.gr-assets.com/books/1406507476m/95619.jpg,https://images.gr-assets.com/books/1406507476s/95619.jpg,0
7500,46676,46676,45783,55,1400034728,9781400034730.0,Harold S. Kushner,1981.0,When Bad Things Happen to Good People,When Bad Things Happen to Good People,,4.02,10615,11565,643,234,607,2414,3785,4525,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7510,17835766,17835766,24956525,24,,,Abbi Glines,2014.0,One More Chance,"One More Chance (Rosemary Beach, #8; Chance, #2)",eng,4.29,23899,25308,1898,211,707,3304,8413,12673,https://images.gr-assets.com/books/1397837715m/17835766.jpg,https://images.gr-assets.com/books/1397837715s/17835766.jpg,0
7617,10324808,10324808,15227248,22,1250000238,9781250000230.0,"P.C. Cast, Kristin Cast",2011.0,Dragon's Oath,"Dragon's Oath (House of Night Novellas, #1)",en-US,4.06,16558,17807,881,296,935,3849,5099,7628,https://images.gr-assets.com/books/1359740283m/10324808.jpg,https://images.gr-assets.com/books/1359740283s/10324808.jpg,0
7624,129620,129620,3083686,51,1416530738,9781416530730.0,Judith McNaught,1987.0,Once and Always,"Once and Always (Sequels, #1)",eng,4.21,18197,19618,733,219,599,3046,6650,9104,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7637,184850,184850,2043796,47,778324907,9780778324900.0,Robyn Carr,2007.0,Virgin River,"Virgin River (Virgin River, #1)",,4.12,17371,19555,1513,314,749,3292,7150,8050,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7674,11532160,11532160,16470427,16,615487424,9780615487430.0,Jamie McGuire,2011.0,Requiem (Providence #2),"Requiem (Providence, #2)",eng,4.15,16911,17976,755,193,628,3092,6487,7576,https://images.gr-assets.com/books/1307717182m/11532160.jpg,https://images.gr-assets.com/books/1307717182s/11532160.jpg,0
7744,15743075,15743075,13626536,54,758290411,9780758290410.0,Sylvia Day,2011.0,Seven Years to Sin,Seven Years to Sin,en-US,3.89,10703,16403,1022,371,979,3951,5892,5210,https://images.gr-assets.com/books/1355259011m/15743075.jpg,https://images.gr-assets.com/books/1355259011s/15743075.jpg,0
7837,7140220,7140220,7404111,11,470581786,9780470581780.0,Nancy Reagin,2010.0,Twilight and History,Twilight and History,en-US,4.38,11186,11260,34,382,381,1322,1667,7508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7854,2992061,2992061,1329454,17,312942303,9780312942300.0,Sherrilyn Kenyon,1996.0,Born of the Night,"Born of Night (The League, #1)",eng,4.21,11309,21996,1394,393,907,3322,6530,10844,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7884,7006562,7006562,7251072,16,785134530,9780785134530.0,"Marc Guggenheim, Alex Maleev, Stephen King",2008.0,Stephen King's N.,Stephen King's N.,eng,4.22,10844,11339,247,183,418,1910,3062,5766,https://images.gr-assets.com/books/1492728218m/7006562.jpg,https://images.gr-assets.com/books/1492728218s/7006562.jpg,0
7922,8643220,8643220,13521050,9,1595144293,9781595144290.0,"Richelle Mead, Emma Vieceli, Leigh Dragoon",2011.0,Vampire Academy: The Graphic Novel,"Vampire Academy: The Graphic Novel (Vampire Academy: The Graphic Novel, #1)",,4.11,13445,13621,730,524,735,2284,3214,6864,https://images.gr-assets.com/books/1331468259m/8643220.jpg,https://images.gr-assets.com/books/1331468259s/8643220.jpg,0
7927,339026,339026,1214027,50,439670209,9780439670200.0,P.B. Kerr,2004.0,The Akhenaten Adventure,"The Akhenaten Adventure (Children of the Lamp, #1)",,3.76,15306,16363,615,407,1351,4666,5347,4592,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7956,16301111,16301111,19927826,6,,,Kirsty Moseley,2012.0,Best Friends with a Self-Confessed Player,"Always You (Best Friend, #1)",eng,3.96,18043,18343,1120,870,1297,3207,5371,7598,https://images.gr-assets.com/books/1438766503m/16301111.jpg,https://images.gr-assets.com/books/1438766503s/16301111.jpg,0
8003,12107925,12107925,17076926,12,054529844X,9780545298440.0,David Baldacci,2013.0,,"Day of Doom (The 39 Clues: Cahills vs. Vespers, #6)",eng,4.13,11699,12008,413,349,655,2142,2811,6051,https://images.gr-assets.com/books/1361785037m/12107925.jpg,https://images.gr-assets.com/books/1361785037s/12107925.jpg,0
8032,33723,33723,33774,3,373250746,9780373250740.0,"Lauren Henderson, Chris Manby, Sarah Mlynowski, Jill A. Davis, Stella Duffy, Lisa Jewell, Marian Keyes, Sophie Kinsella, Adèle Lang, Carole Matthews, Anna Maxted, Megan McCafferty, Alisa Valdes, Isabel Wolff, Meg Cabot, Jessica Adams, Louise Bagshawe, Emily Barr, Jenny Colgan, Lynda Curnyn, Jennifer Weiner",2004.0,Girls Night In,Girls' Night In,eng,3.61,11485,11559,182,421,1235,3719,3194,2990,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8038,44660,44660,43992,4,345340442,9780345340440.0,David Eddings,1984.0,"The Belgariad Boxed Set: Pawn of Prophecy, Queen of Sorcery, Magician's Gambit, Castle of Wizardry, & Enchanters' End Game (The Belgariad, #1-5)","The Belgariad Boxed Set: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit / Castle of Wizardry / Enchanters' End Game (The Belgariad, #1-5)",eng,4.26,11755,11800,215,105,411,1759,3518,6007,https://images.gr-assets.com/books/1391347386m/44660.jpg,https://images.gr-assets.com/books/1391347386s/44660.jpg,0
8044,28686840,28686840,48860979,32,385755929,9780385755920.0,Jennifer Niven,2016.0,Holding Up the Universe,Holding Up the Universe,eng,3.93,19504,23681,4068,367,1321,5240,9441,7312,https://images.gr-assets.com/books/1463377718m/28686840.jpg,https://images.gr-assets.com/books/1463377718s/28686840.jpg,0
8067,39032,39032,1295464,52,765354934,9780765354940.0,"Douglas Preston, Lincoln Child",1996.0,Mount Dragon,Mount Dragon,,3.91,12656,13940,332,91,653,3762,5404,4030,https://images.gr-assets.com/books/1312037682m/39032.jpg,https://images.gr-assets.com/books/1312037682s/39032.jpg,0
8137,25828204,25828204,45687875,11,,,Tarryn Fisher,2015.0,,F*ck Love,,4.13,12203,15280,2691,320,749,2434,4958,6819,https://images.gr-assets.com/books/1449432878m/25828204.jpg,https://images.gr-assets.com/books/1449432878s/25828204.jpg,0
